0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,12,2,0,39,0,0,0,0,0,0,0,0,0,6,10,0,0,0,0,0,0,0,14,12,0,19,0,0,0,0
0,0,0,0,0,0,6,16,86,11,49,32,68,8,0,0,6,15,16,0,50,218,0,0,0,0,0,19,0,4,6,4,1,0,1,14,14
0,0,0,0,0,0,2,75,1,18,9,20,9,0,5,0,0,0,8,0,3,58,0,0,0,0,0,12,1,23,22,0,0,0,4,5,0
0,0,0,0,0,0,0,40,7,5,13,5,0,0,0,0,0,3,1,1,2,116,0,0,0,0,0,5,7,22,33,0,133,0,0,5,0
0,0,0,0,0,0,3,0,44,47,0,48,21,2,7,0,0,10,38,11,72,25,0,0,0,0,0,10,8,5,1,2,0,0,7,22,23
0,0,0,0,0,0,0,20,0,36,10,14,1,0,0,0,0,2,0,3,1,126,0,0,0,0,0,0,14,15,14,11,16,0,2,0,1
0,0,0,0,0,0,0,21,5,0,35,8,2,0,1,0,0,0,3,4,6,111,0,0,0,0,0,3,2,18,12,0,0,0,0,3,3
0,0,0,0,0,0,0,10,7,3,10,0,0,4,0,0,0,0,0,0,0,22,0,0,0,0,0,0,5,4,27,0,0,0,0,0,0
0,0,0,0,0,0,0,14,13,0,5,10,0,1,3,0,0,0,0,0,1,35,0,0,0,0,0,0,2,4,7,0,8,0,0,2,0
0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,0,0,0,0,0,0,12,4,9,17,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,4,1,19,0,19,0,6,1,0
0,0,0,0,0,0,0,89,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4,0,0,0,0,0,0
0,0,0,0,0,0,0,31,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,20,6,12,0,0,1,0,4,0
0,0,0,0,0,1,0,34,0,28,6,4,52,0,48,0,0,3,1,0,2,70,0,0,0,0,0,6,3,5,6,0,0,0,5,1,0
3,1,1,3,2,2,91,30,8,151,104,67,49,46,28,0,0,36,10,60,11,0,0,0,0,0,0,6,11,75,50,32,108,5,9,50,45
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,8,0,0,0,6,0,0,0,0,0,0,0,1,0,51,0,0,0,0,0,0,0,1,3,1,0,0,0,6,5
0,0,0,0,0,0,0,4,18,33,3,23,6,0,6,0,0,8,0,1,7,0,0,0,0,0,0,0,0,7,0,7,0,0,0,9,3
0,0,0,0,0,0,0,14,13,31,1,49,17,9,8,1,0,13,11,3,88,19,0,0,0,0,0,0,0,1,15,1,0,0,11,15,18
0,0,0,0,0,0,9,0,60,13,1,14,7,20,2,1,0,3,17,2,47,38,0,0,0,0,0,5,38,3,8,6,0,1,6,8,15
0,0,0,0,0,0,0,13,11,2,14,1,0,1,0,0,0,0,0,0,0,6,0,0,0,0,0,0,1,8,9,4,1,0,0,11,0
0,0,0,0,0,0,0,148,3,6,51,0,2,0,0,0,0,1,0,0,0,15,0,0,0,0,0,0,11,56,12,0,0,0,0,1,0
0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0
0,0,0,0,0,0,0,22,0,0,0,2,0,0,0,0,0,0,0,0,4,7,0,0,0,0,0,1,0,15,0,0,0,0,0,0,0
0,0,0,0,0,0,2,28,0,4,13,2,13,1,0,0,0,0,1,0,1,18,0,0,0,0,0,16,1,26,20,1,0,0,5,18,1
0,0,0,0,0,0,0,33,0,0,13,1,0,0,0,0,0,0,0,4,0,12,0,0,0,0,0,3,2,12,30,12,0,0,0,0,2
